#	2.9478756625350555E-7	Directed	graph	(each	unordered	pair	of	nodes	is	saved	once):	soc-Epinions1.txt
(each	4.4664782765682656E-7
3779	1.1988027694309222E-5	737
37790	2.9478756625350555E-7	5208
37791	3.635713317126568E-6	5208
37792	1.965250441690037E-6	18956
37793	2.9478756625350555E-7	18955
37794	5.306176192563099E-6	18955
37795	3.635713317126568E-6	12571
37796	2.9478756625350555E-7	18955
37797	2.9478756625350555E-7	18955
37798	2.9478756625350555E-7	5208
37799	3.635713317126568E-6	5208
378	1.840457038642724E-4	23
3780	9.384070859069921E-5	32412
37800	2.9478756625350555E-7	5208
37801	2.9478756625350555E-7	14552
37802	5.306176192563099E-6	5208
37803	3.635713317126568E-6	9412
37804	3.635713317126568E-6	24553
37805	1.1988027694309222E-5	14548
37806	2.9478756625350555E-7	5208
37807	1.0317564818872692E-5	65275
37808	2.9478756625350555E-7	14552
37809	1.965250441690037E-6	5208
3781	2.9478756625350555E-7	49
37810	2.9478756625350555E-7	22348
37811	6.97663906799963E-6
37812	1.965250441690037E-6
37813	1.965250441690037E-6	5209
37814	1.965250441690037E-6	5209
37815	1.965250441690037E-6
37816	1.965250441690037E-6	35122
37817	1.965250441690037E-6	8159
37818	1.965250441690037E-6	5209
37819	2.9478756625350555E-7	52646
3782	8.647101943436162E-6	32416
37820	2.9478756625350555E-7	65277
37821	2.9478756625350555E-7	5209
37822	1.965250441690037E-6	5209
37823	3.635713317126568E-6	5209
37824	1.965250441690037E-6	5209
37825	1.965250441690037E-6	22015
37826	2.9478756625350555E-7	5209
37827	2.9478756625350555E-7	5209
37828	5.306176192563099E-6	5209
37829	6.97663906799963E-6	4415
3783	1.957389439923282E-4	2115
37830	2.9478756625350555E-7	5209
37831	2.9478756625350555E-7	5209
37832	2.9478756625350555E-7	5209
37833	1.8669879196055345E-5	16939
37834	2.9478756625350555E-7	65281
37835	2.9478756625350555E-7	22777
37836	2.9478756625350555E-7	5209
37837	5.306176192563099E-6	10589
37838	2.9478756625350555E-7	19555
37839	2.9478756625350555E-7	5209
3784	1.5328953445182282E-5	1918
37840	2.9478756625350555E-7	44
37841	2.9478756625350555E-7	5209
37842	2.9478756625350555E-7	5209
37843	3.635713317126568E-6	92
37844	2.9478756625350555E-7	5209
37845	2.9478756625350555E-7	35691
37846	2.9478756625350555E-7	35691
37847	2.9478756625350555E-7	5210
37848	2.9478756625350555E-7	5210
37849	2.9478756625350555E-7	5210
3785	2.3681267822364935E-5	34
37850	2.9478756625350555E-7	5211
37851	2.9478756625350555E-7	24817
37852	2.9478756625350555E-7	5212
37853	2.9478756625350555E-7	5212
37854	5.306176192563099E-6
37855	2.9478756625350555E-7	65284
37856	8.647101943436162E-6	14114
37857	1.0317564818872692E-5	37858
37858	1.1988027694309222E-5	5215
37859	2.9478756625350555E-7	5215
3786	2.9478756625350555E-7	49
37860	2.9478756625350555E-7	5215
37861	2.9478756625350555E-7	5215
37862	2.9478756625350555E-7	5215
37863	2.9478756625350555E-7	5215
37864	2.9478756625350555E-7	5215
37865	2.9478756625350555E-7	5215
37866	2.9478756625350555E-7	5215
37867	3.635713317126568E-6	5215
37868	6.97663906799963E-6
37869	1.965250441690037E-6
3787	2.3681267822364935E-5	32464
37870	1.965250441690037E-6
37871	1.965250441690037E-6
37872	6.97663906799963E-6	5216
37873	3.635713317126568E-6
37874	1.965250441690037E-6
37875	2.9478756625350555E-7	5216
37876	2.9478756625350555E-7	5216
37877	8.647101943436162E-6	5216
37878	2.9478756625350555E-7	5216
37879	1.0317564818872692E-5	65289
3788	1.965250441690037E-6	32467
37880	3.635713317126568E-6	65292
37881	3.635713317126568E-6	5216
37882	8.647101943436162E-6	52371
37883	1.965250441690037E-6	5220
37884	2.9478756625350555E-7	5220
37885	1.965250441690037E-6
37886	1.965250441690037E-6	5222
37887	1.965250441690037E-6
37888	1.965250441690037E-6
37889	1.965250441690037E-6	5222
3789	3.635713317126568E-6	1020
37890	1.965250441690037E-6
37891	1.965250441690037E-6
37892	1.965250441690037E-6	16836
37893	3.635713317126568E-6	65298
37894	8.647101943436162E-6
37895	1.965250441690037E-6
37896	1.1988027694309222E-5	14340
37897	6.97663906799963E-6	11235
37898	1.1988027694309222E-5
37899	3.635713317126568E-6	37955
379	2.3681267822364935E-5	71398
3790	5.306176192563099E-6	49
37900	1.965250441690037E-6
37901	8.647101943436162E-6	42655
37902	1.965250441690037E-6
37903	3.635713317126568E-6
37904	6.97663906799963E-6	28126
37905	6.97663906799963E-6
37906	3.635713317126568E-6	7863
37907	1.965250441690037E-6
37908	1.965250441690037E-6
37909	1.965250441690037E-6
3791	1.965250441690037E-6
37910	1.965250441690037E-6
37911	1.965250441690037E-6
37912	1.965250441690037E-6
37913	5.306176192563099E-6	5224
37914	1.965250441690037E-6
37915	3.635713317126568E-6
37916	6.97663906799963E-6	18362
37917	3.635713317126568E-6
37918	5.306176192563099E-6
37919	1.965250441690037E-6
3792	1.8669879196055345E-5	28
37920	1.965250441690037E-6	28804
37921	3.635713317126568E-6
37922	3.635713317126568E-6
37923	5.306176192563099E-6	18
37924	3.635713317126568E-6	7040
37925	1.965250441690037E-6
37926	1.1988027694309222E-5	15941
37927	3.635713317126568E-6	65306
37928	6.97663906799963E-6	35159
37929	1.965250441690037E-6	5224
3793	1.965250441690037E-6
37930	1.965250441690037E-6
37931	6.97663906799963E-6	65309
37932	3.635713317126568E-6	19671
37933	1.965250441690037E-6
37934	1.3658490569745754E-5	65312
37935	1.965250441690037E-6
37936	3.635713317126568E-6
37937	1.965250441690037E-6	10494
37938	1.965250441690037E-6
37939	3.635713317126568E-6	5224
3794	3.635713317126568E-6	50
37940	1.965250441690037E-6	5224
37941	3.635713317126568E-6
37942	1.965250441690037E-6	37944
37943	3.635713317126568E-6
37944	3.635713317126568E-6
37945	1.965250441690037E-6
37946	1.965250441690037E-6
37947	1.965250441690037E-6
37948	3.635713317126568E-6	128
37949	1.965250441690037E-6	18984
3795	2.0340342071491875E-5	2401
37950	1.965250441690037E-6
37951	1.965250441690037E-6
37952	3.635713317126568E-6
37953	1.965250441690037E-6
37954	1.965250441690037E-6
37955	3.635713317126568E-6	37899
37956	1.965250441690037E-6	11884
37957	5.306176192563099E-6	22854
37958	3.635713317126568E-6
37959	3.635713317126568E-6	11884
3796	1.965250441690037E-6	50
37960	1.3658490569745754E-5	22840
37961	1.965250441690037E-6
37962	1.965250441690037E-6	37957
37963	1.965250441690037E-6	5489
37964	3.635713317126568E-6
37965	3.635713317126568E-6	30829
37966	1.965250441690037E-6
37967	1.965250441690037E-6	23965
37968	3.635713317126568E-6
37969	1.965250441690037E-6	22371
3797	1.0317564818872692E-5	2498
37970	1.965250441690037E-6	24318
37971	5.306176192563099E-6	6594
37972	1.965250441690037E-6
37973	6.97663906799963E-6	7721
37974	2.9478756625350555E-7	5224
37975	1.965250441690037E-6
37976	5.306176192563099E-6
37977	1.965250441690037E-6	5227
37978	1.965250441690037E-6	37982
37979	1.965250441690037E-6
3798	2.9478756625350555E-7	50
37980	1.965250441690037E-6
37981	1.965250441690037E-6
37982	6.97663906799963E-6
37983	1.965250441690037E-6	4415
37984	1.965250441690037E-6	7609
37985	1.965250441690037E-6
37986	1.965250441690037E-6	14601
37987	1.965250441690037E-6	5227
37988	3.635713317126568E-6
37989	6.97663906799963E-6
3799	2.9478756625350555E-7	2728
37990	1.965250441690037E-6
37991	1.965250441690037E-6	6483
37992	1.965250441690037E-6
37993	6.97663906799963E-6
37994	1.965250441690037E-6
37995	1.965250441690037E-6
37996	1.965250441690037E-6
37997	1.965250441690037E-6
37998	1.965250441690037E-6
37999	1.965250441690037E-6
38	2.1912542424843976E-4	30
380	5.37495995802225E-5	546
3800	2.9478756625350555E-7	702
38000	1.965250441690037E-6
38001	1.5328953445182282E-5	47350
38002	5.306176192563099E-6
38003	1.965250441690037E-6
38004	1.0317564818872692E-5	56048
38005	1.965250441690037E-6
38006	3.635713317126568E-6
38007	5.306176192563099E-6	8184
38008	1.965250441690037E-6
38009	3.635713317126568E-6	41981
3801	3.635713317126568E-6	32474
38010	6.97663906799963E-6	7310
38011	1.1988027694309222E-5	65325
38012	1.965250441690037E-6	63526
38013	1.965250441690037E-6
38014	3.635713317126568E-6
38015	5.306176192563099E-6
38016	1.965250441690037E-6
38017	1.965250441690037E-6
38018	5.306176192563099E-6	1398
38019	1.965250441690037E-6
3802	6.97663906799963E-6	1757
38020	8.647101943436162E-6
38021	6.97663906799963E-6	34849
38022	1.965250441690037E-6
38023	1.965250441690037E-6
38024	1.965250441690037E-6
38025	1.965250441690037E-6
38026	3.635713317126568E-6
38027	1.965250441690037E-6
38028	5.306176192563099E-6	1719
38029	1.965250441690037E-6
3803	1.0317564818872692E-5	122
38030	3.635713317126568E-6	5227
38031	3.635713317126568E-6
38032	1.965250441690037E-6	395
38033	1.965250441690037E-6
38034	8.647101943436162E-6	12408
38035	1.965250441690037E-6
38036	1.965250441690037E-6
38037	1.965250441690037E-6
38038	1.965250441690037E-6
38039	1.965250441690037E-6
3804	2.9478756625350555E-7	2035
38040	1.965250441690037E-6
38041	3.635713317126568E-6	18
38042	1.965250441690037E-6
38043	1.965250441690037E-6
38044	1.965250441690037E-6	65334
38045	1.965250441690037E-6
38046	1.965250441690037E-6
38047	1.965250441690037E-6
38048	3.635713317126568E-6	5227
38049	1.965250441690037E-6
3805	3.2033582199547595E-5	4946
38050	1.965250441690037E-6
38051	1.965250441690037E-6
38052	1.965250441690037E-6	21764
38053	1.965250441690037E-6
38054	1.965250441690037E-6
38055	1.965250441690037E-6
38056	1.965250441690037E-6
38057	1.965250441690037E-6
38058	1.965250441690037E-6
38059	5.306176192563099E-6
3806	5.876098820653209E-5	18
38060	3.635713317126568E-6
38061	1.965250441690037E-6
38062	1.965250441690037E-6
38063	1.965250441690037E-6	31459
38064	1.965250441690037E-6	65335
38065	1.965250441690037E-6
38066	1.965250441690037E-6
38067	1.965250441690037E-6
38068	1.965250441690037E-6
38069	1.965250441690037E-6
3807	1.1988027694309222E-5	50
38070	3.635713317126568E-6	16571
38071	1.965250441690037E-6	5227
38072	1.965250441690037E-6
38073	1.965250441690037E-6	5227
38074	3.635713317126568E-6	5227
38075	2.9478756625350555E-7	48272
38076	1.965250441690037E-6	136
38077	1.965250441690037E-6	5227
38078	2.9478756625350555E-7	7047
38079	2.9478756625350555E-7	5227
3808	2.9478756625350555E-7	50
38080	2.9478756625350555E-7	5227
38081	3.635713317126568E-6	5227
38082	2.9478756625350555E-7	5227
38083	3.635713317126568E-6	5227
38084	1.965250441690037E-6	33865
38085	2.9478756625350555E-7	5227
38086	1.965250441690037E-6	5227
38087	1.965250441690037E-6	54756
38088	3.635713317126568E-6	10912
38089	1.965250441690037E-6	31561
3809	1.6999416320618815E-5	1179
38090	6.97663906799963E-6	65336
38091	1.3658490569745754E-5	63095
38092	8.647101943436162E-6	19745
38093	8.647101943436162E-6	5227
38094	3.635713317126568E-6	2239
38095	3.635713317126568E-6	41867
38096	3.635713317126568E-6	47016
38097	1.3658490569745754E-5	6966
38098	2.9478756625350555E-7	23908
38099	1.965250441690037E-6
381	4.997631873217764E-4	71383
3810	5.306176192563099E-6	3277
38100	1.0317564818872692E-5	65343
38101	1.965250441690037E-6
38102	1.965250441690037E-6
38103	5.306176192563099E-6
38104	1.965250441690037E-6
38105	3.635713317126568E-6	35411
38106	1.965250441690037E-6
38107	1.0317564818872692E-5	56667
38108	1.965250441690037E-6
38109	1.965250441690037E-6
3811	5.040867382934943E-5	550
38110	1.965250441690037E-6
38111	3.635713317126568E-6
38112	1.965250441690037E-6
38113	6.97663906799963E-6	5232
38114	1.965250441690037E-6
38115	3.635713317126568E-6
38116	1.965250441690037E-6
38117	3.635713317126568E-6	26775
38118	1.965250441690037E-6
38119	1.965250441690037E-6	5232
3812	2.9478756625350555E-7	51
38120	3.635713317126568E-6	18
38121	3.635713317126568E-6
38122	1.965250441690037E-6
38123	1.965250441690037E-6
38124	3.635713317126568E-6
38125	1.965250441690037E-6
38126	3.635713317126568E-6
38127	1.965250441690037E-6
38128	1.965250441690037E-6
38129	1.965250441690037E-6
3813	2.9478756625350555E-7	51
38130	1.965250441690037E-6
38131	3.635713317126568E-6
38132	5.306176192563099E-6	18
38133	1.965250441690037E-6
38134	1.965250441690037E-6	7138
38135	1.965250441690037E-6
38136	1.965250441690037E-6
38137	1.965250441690037E-6
38138	1.965250441690037E-6	5232
38139	1.965250441690037E-6
3814	1.965250441690037E-6	108
38140	1.965250441690037E-6
38141	1.965250441690037E-6
38142	3.635713317126568E-6
38143	1.965250441690037E-6
38144	1.965250441690037E-6
38145	1.965250441690037E-6
38146	3.635713317126568E-6
38147	3.635713317126568E-6
38148	1.965250441690037E-6
38149	1.965250441690037E-6
3815	1.965250441690037E-6	51
38150	1.965250441690037E-6
38151	1.965250441690037E-6
38152	1.965250441690037E-6
38153	1.965250441690037E-6	16889
38154	5.306176192563099E-6
38155	1.965250441690037E-6
38156	1.965250441690037E-6	64
38157	1.965250441690037E-6
38158	1.965250441690037E-6
38159	1.965250441690037E-6
3816	1.6999416320618815E-5	13
38160	1.965250441690037E-6
38161	1.965250441690037E-6
38162	1.965250441690037E-6
38163	1.965250441690037E-6
38164	3.635713317126568E-6
38165	3.635713317126568E-6
38166	1.965250441690037E-6
38167	1.965250441690037E-6
38168	1.965250441690037E-6
38169	8.647101943436162E-6	18790
3817	1.6999416320618815E-5	2464
38170	1.965250441690037E-6
38171	1.965250441690037E-6
38172	1.965250441690037E-6
38173	1.965250441690037E-6
38174	1.965250441690037E-6
38175	1.965250441690037E-6
38176	1.965250441690037E-6
38177	1.965250441690037E-6
38178	5.306176192563099E-6	1719
38179	1.965250441690037E-6
3818	8.647101943436162E-6	51
38180	1.965250441690037E-6
38181	1.965250441690037E-6
38182	1.965250441690037E-6
38183	1.965250441690037E-6
38184	1.965250441690037E-6
38185	1.965250441690037E-6
38186	1.965250441690037E-6
38187	1.965250441690037E-6
38188	3.635713317126568E-6
38189	3.635713317126568E-6
3819	2.9478756625350555E-7	447
38190	1.965250441690037E-6
38191	3.635713317126568E-6
38192	1.965250441690037E-6
38193	1.965250441690037E-6
38194	3.635713317126568E-6	62884
38195	1.965250441690037E-6
38196	3.635713317126568E-6
38197	1.965250441690037E-6
38198	1.965250441690037E-6
38199	1.965250441690037E-6
382	5.498770735848713E-4	1
3820	2.9478756625350555E-7	51
38200	3.635713317126568E-6
38201	1.965250441690037E-6
38202	1.965250441690037E-6
38203	1.965250441690037E-6
38204	1.965250441690037E-6
38205	1.965250441690037E-6
38206	1.965250441690037E-6
38207	1.965250441690037E-6
38208	3.635713317126568E-6
38209	1.965250441690037E-6	5232
3821	1.965250441690037E-6	9780
38210	1.965250441690037E-6
38211	3.635713317126568E-6
38212	3.635713317126568E-6	65356
38213	1.965250441690037E-6
38214	1.965250441690037E-6
38215	1.965250441690037E-6
38216	1.965250441690037E-6
38217	1.965250441690037E-6
38218	5.306176192563099E-6	1
38219	5.306176192563099E-6	5232
3822	3.8715433701293714E-5	30
38220	6.97663906799963E-6	10132
38221	3.635713317126568E-6	5233
38222	5.306176192563099E-6	1909
38223	3.635713317126568E-6	6383
38224	1.965250441690037E-6	5240
38225	1.965250441690037E-6	5240
38226	2.9478756625350555E-7	5241
38227	3.635713317126568E-6	65359
38228	2.9478756625350555E-7	5242
38229	2.9478756625350555E-7	5243
3823	2.9478756625350555E-7	385
38230	5.306176192563099E-6
38231	1.965250441690037E-6
38232	3.635713317126568E-6
38233	3.635713317126568E-6	65361
38234	6.97663906799963E-6	5245
38235	1.965250441690037E-6	5246
38236	1.965250441690037E-6	5246
38237	2.9478756625350555E-7	5246
38238	2.9478756625350555E-7	5246
38239	2.9478756625350555E-7	5246
3824	1.965250441690037E-6	51
38240	1.965250441690037E-6
38241	1.965250441690037E-6
38242	1.965250441690037E-6
38243	1.965250441690037E-6
38244	1.965250441690037E-6	5248
38245	3.635713317126568E-6	33476
38246	8.647101943436162E-6
38247	3.635713317126568E-6	33443
38248	1.965250441690037E-6	11744
38249	2.9478756625350555E-7	5250
3825	5.37495995802225E-5	32511
38250	1.965250441690037E-6	5250
38251	3.635713317126568E-6	5250
38252	1.965250441690037E-6	5250
38253	2.9478756625350555E-7	5250
38254	2.9478756625350555E-7	5250
38255	2.9478756625350555E-7	5250
38256	3.635713317126568E-6	5250
38257	2.9478756625350555E-7	5250
38258	2.9478756625350555E-7	9668
38259	1.965250441690037E-6	27700
3826	4.3726822327603304E-5	3835
38260	2.9478756625350555E-7	2464
38261	2.9478756625350555E-7	5250
38262	2.9478756625350555E-7	5250
38263	2.9478756625350555E-7	5250
38264	2.9478756625350555E-7	5250
38265	2.9478756625350555E-7	24
38266	1.3658490569745754E-5	22624
38267	1.965250441690037E-6	5251
38268	1.965250441690037E-6
38269	5.306176192563099E-6	41816
3827	1.0553394871875493E-4	1412
38270	3.635713317126568E-6	5251
38271	1.965250441690037E-6	5251
38272	2.9478756625350555E-7	5253
38273	2.9478756625350555E-7	5253
38274	1.965250441690037E-6	18
38275	2.7022193573238E-5
38276	3.635713317126568E-6	10417
38277	2.3681267822364935E-5	7172
38278	1.5328953445182282E-5	27980
38279	1.965250441690037E-6
3828	8.548839421351657E-5	72
38280	1.965250441690037E-6	38282
38281	3.635713317126568E-6	5255
38282	8.647101943436162E-6	18865
38283	6.97663906799963E-6	38278
38284	1.965250441690037E-6
38285	3.635713317126568E-6
38286	1.965250441690037E-6
38287	1.965250441690037E-6	26051
38288	6.97663906799963E-6	65375
38289	2.9478756625350555E-7	5255
3829	8.647101943436162E-6	1398
38290	2.9478756625350555E-7	5255
38291	1.965250441690037E-6	29989
38292	8.647101943436162E-6	5255
38293	1.965250441690037E-6	5256
38294	1.965250441690037E-6
38295	1.965250441690037E-6
38296	1.965250441690037E-6	38297
38297	3.635713317126568E-6	5257
38298	6.97663906799963E-6
38299	1.965250441690037E-6	8493
383	3.327168997781246E-4	1
3830	1.9740940686776475E-4	7125
38300	2.9478756625350555E-7	77
38301	2.9478756625350555E-7	5257
38302	2.9478756625350555E-7	5257
38303	5.306176192563099E-6	5258
38304	5.306176192563099E-6	38303
38305	1.965250441690037E-6	5258
38306	2.9478756625350555E-7	5258
38307	2.9478756625350555E-7	5258
38308	2.9478756625350555E-7	38304
38309	3.635713317126568E-6	5259
3831	1.6999416320618815E-5	3880
38310	1.6999416320618815E-5	30941
38311	1.965250441690037E-6
38312	1.965250441690037E-6
38313	1.965250441690037E-6
38314	3.635713317126568E-6	16382
38315	1.965250441690037E-6	30210
38316	2.9478756625350555E-7	5259
38317	2.9478756625350555E-7	5259
38318	1.965250441690037E-6	5260
38319	1.965250441690037E-6
3832	9.718163434157229E-5	18
38320	1.965250441690037E-6
38321	3.635713317126568E-6
38322	6.97663906799963E-6	8757
38323	1.965250441690037E-6
38324	1.965250441690037E-6	5261
38325	1.965250441690037E-6	25871
38326	1.965250441690037E-6	8776
38327	2.9478756625350555E-7	5262
38328	2.9478756625350555E-7	50084
38329	1.965250441690037E-6	5263
3833	3.8715433701293714E-5	6173
38330	1.965250441690037E-6
38331	2.9478756625350555E-7	5264
38332	1.965250441690037E-6	5265
38333	1.965250441690037E-6	5265
38334	1.965250441690037E-6	5265
38335	1.965250441690037E-6	5265
38336	3.635713317126568E-6
38337	1.965250441690037E-6	10467
38338	1.965250441690037E-6
38339	1.965250441690037E-6	5266
3834	2.0340342071491875E-5	2511
38340	1.0317564818872692E-5
38341	3.635713317126568E-6	65388
38342	2.9478756625350555E-7	5266
38343	2.9478756625350555E-7	12301
38344	2.9478756625350555E-7	5266
38345	1.965250441690037E-6	7166
38346	1.965250441690037E-6
38347	3.635713317126568E-6
38348	5.306176192563099E-6
38349	1.6999416320618815E-5	27553
3835	1.289204289748665E-4	1494
38350	1.965250441690037E-6
38351	2.0340342071491875E-5	6693
38352	1.965250441690037E-6
38353	3.635713317126568E-6	7143
38354	1.965250441690037E-6
38355	1.965250441690037E-6
38356	3.635713317126568E-6	8615
38357	5.306176192563099E-6	39730
38358	3.635713317126568E-6
38359	2.9478756625350555E-7	50951
3836	1.7903431523796278E-4	1406
38360	3.635713317126568E-6	5269
38361	5.306176192563099E-6	7210
38362	1.965250441690037E-6	5269
38363	3.635713317126568E-6	7042
38364	1.965250441690037E-6
38365	1.965250441690037E-6	18540
38366	1.965250441690037E-6
38367	5.306176192563099E-6	65391
38368	1.965250441690037E-6
38369	1.965250441690037E-6
3837	4.87382109539129E-5	1393
38370	1.965250441690037E-6
38371	3.635713317126568E-6	38373
38372	1.965250441690037E-6
38373	3.635713317126568E-6	5272
38374	1.965250441690037E-6
38375	3.635713317126568E-6
38376	5.306176192563099E-6	11562
38377	1.965250441690037E-6
38378	1.965250441690037E-6
38379	2.9478756625350555E-7	5273
3838	3.8715433701293714E-5	225
38380	2.9478756625350555E-7	5273
38381	2.9478756625350555E-7	5273
38382	1.965250441690037E-6
38383	2.9478756625350555E-7	5274
38384	1.965250441690037E-6	5275
38385	2.9478756625350555E-7	9300
38386	5.306176192563099E-6	5896
38387	3.635713317126568E-6
38388	1.965250441690037E-6
38389	5.306176192563099E-6
3839	3.036311932411106E-5	1405
38390	1.965250441690037E-6	65394
38391	1.965250441690037E-6	5277
38392	5.306176192563099E-6	5277
38393	1.965250441690037E-6	35
38394	2.9478756625350555E-7	5277
38395	1.965250441690037E-6	5278
38396	3.635713317126568E-6
38397	5.306176192563099E-6
38398	2.9478756625350555E-7	5282
38399	1.965250441690037E-6
384	1.6567061223447045E-4	223
3840	2.869265644867453E-5	4040
38400	5.306176192563099E-6	6603
38401	6.97663906799963E-6
38402	1.965250441690037E-6	5284
38403	1.965250441690037E-6	5284
38404	6.97663906799963E-6	5284
38405	1.965250441690037E-6	5284
38406	6.97663906799963E-6	29425
38407	1.965250441690037E-6	5286
38408	2.9478756625350555E-7	5286
38409	3.635713317126568E-6
3841	1.8905709249058205E-4	426
38410	6.97663906799963E-6	10249
38411	1.965250441690037E-6	5319
38412	1.965250441690037E-6	5289
38413	8.647101943436162E-6	8296
38414	1.965250441690037E-6
38415	2.9478756625350555E-7	43768
38416	2.9478756625350555E-7	5295
38417	1.965250441690037E-6	5296
38418	2.9478756625350555E-7	5296
38419	1.965250441690037E-6	0
3842	2.9478756625350555E-7	53
38420	2.9478756625350555E-7	5297
38421	1.965250441690037E-6	5299
38422	3.635713317126568E-6	13507
38423	3.635713317126568E-6	5299
38424	1.965250441690037E-6
38425	5.306176192563099E-6	18
38426	2.9478756625350555E-7	65401
38427	5.306176192563099E-6	143
38428	2.9478756625350555E-7	5299
38429	2.9478756625350555E-7	5299
3843	1.1988027694309222E-5	1031
38430	2.9478756625350555E-7	5299
38431	2.9478756625350555E-7	5299
38432	2.9478756625350555E-7	5299
38433	2.9478756625350555E-7	5299
38434	1.965250441690037E-6	5299
38435	2.9478756625350555E-7	5299
38436	2.9478756625350555E-7	38434
38437	2.9478756625350555E-7	5299
38438	2.9478756625350555E-7	751
38439	2.9478756625350555E-7	5300
3844	1.965250441690037E-6	53
38440	1.965250441690037E-6
38441	1.965250441690037E-6
38442	1.965250441690037E-6	5304
38443	1.965250441690037E-6	5304
38444	1.965250441690037E-6	5304
38445	1.965250441690037E-6
38446	1.965250441690037E-6	5304
38447	3.635713317126568E-6	5304
38448	3.635713317126568E-6	5306
38449	2.9478756625350555E-7	5306
3845	6.97663906799963E-6	360
38450	1.965250441690037E-6	5307
38451	1.965250441690037E-6
38452	1.965250441690037E-6
38453	1.965250441690037E-6	6169
38454	1.965250441690037E-6	38461
38455	5.306176192563099E-6	20223
38456	5.306176192563099E-6
38457	1.6999416320618815E-5	5513
38458	3.635713317126568E-6	6669
38459	5.306176192563099E-6	790
3846	1.965250441690037E-6	53
38460	1.0317564818872692E-5	15948
38461	1.5328953445182282E-5	12754
38462	2.9478756625350555E-7	47951
38463	2.9478756625350555E-7	5307
38464	2.9478756625350555E-7	5307
38465	3.635713317126568E-6	37111
38466	8.647101943436162E-6	12203
38467	1.965250441690037E-6
38468	5.306176192563099E-6	5308
38469	2.9478756625350555E-7	5308
3847	1.8669879196055345E-5	32599
38470	2.9478756625350555E-7	5308
38471	2.9478756625350555E-7	5308
38472	1.965250441690037E-6	5309
38473	3.635713317126568E-6	65409
38474	6.97663906799963E-6	65410
38475	1.965250441690037E-6	5309
38476	1.965250441690037E-6
38477	1.965250441690037E-6
38478	3.635713317126568E-6
38479	1.965250441690037E-6	5309
3848	8.647101943436162E-6	53
38480	5.306176192563099E-6
38481	6.97663906799963E-6	5309
38482	2.9478756625350555E-7	5309
38483	2.9478756625350555E-7	5309
38484	3.635713317126568E-6	20762
38485	2.9478756625350555E-7	5309
38486	2.9478756625350555E-7	5309
38487	2.9478756625350555E-7	1606
38488	2.9478756625350555E-7	45615
38489	1.965250441690037E-6	5310
3849	2.9478756625350555E-7	18
38490	1.965250441690037E-6	5311
38491	2.9478756625350555E-7	5311
38492	2.9478756625350555E-7	5311
38493	3.635713317126568E-6	5312
38494	1.965250441690037E-6
38495	3.635713317126568E-6	6026
38496	1.5328953445182282E-5
38497	3.635713317126568E-6
38498	1.965250441690037E-6
38499	2.9478756625350555E-7	5313
385	8.355262252845121E-4	552
3850	1.1388626309593764E-4	9124
38500	2.9478756625350555E-7	5314
38501	8.647101943436162E-6	5315
38502	2.9478756625350555E-7	5316
38503	2.9478756625350555E-7	5316
38504	1.965250441690037E-6	5317
38505	1.965250441690037E-6
38506	6.97663906799963E-6	5322
38507	6.97663906799963E-6	5322
38508	2.9478756625350555E-7	85
38509	5.306176192563099E-6
3851	5.306176192563099E-6	125
38510	8.647101943436162E-6	5232
38511	1.965250441690037E-6
38512	5.306176192563099E-6	22027
38513	1.3658490569745754E-5	6669
38514	5.306176192563099E-6	65421
38515	1.965250441690037E-6
38516	6.97663906799963E-6	10313
38517	1.965250441690037E-6	13265
38518	1.965250441690037E-6
38519	1.965250441690037E-6
3852	1.9072755536601857E-4	2557
38520	1.965250441690037E-6
38521	3.635713317126568E-6
38522	1.965250441690037E-6
38523	8.647101943436162E-6	65423
38524	1.965250441690037E-6
38525	1.965250441690037E-6
38526	6.97663906799963E-6	14430
38527	5.306176192563099E-6	65426
38528	1.1988027694309222E-5	8163
38529	3.635713317126568E-6	38528
3853	6.97663906799963E-6	71478
38530	2.9478756625350555E-7	5326
38531	2.9478756625350555E-7	5326
38532	2.9478756625350555E-7	5326
38533	2.9478756625350555E-7	5328
38534	3.635713317126568E-6	65431
38535	1.965250441690037E-6
38536	1.965250441690037E-6
38537	1.965250441690037E-6
38538	3.635713317126568E-6	2120
38539	2.9478756625350555E-7	5338
3854	8.214746846264351E-5	83
38540	1.965250441690037E-6
38541	3.635713317126568E-6
38542	1.965250441690037E-6	5340
38543	1.965250441690037E-6	5340
38544	2.9478756625350555E-7	5340
38545	5.306176192563099E-6
38546	3.635713317126568E-6
38547	2.9478756625350555E-7	5343
38548	2.9478756625350555E-7	5343
38549	2.9478756625350555E-7	5343
3855	3.635713317126568E-6	53
38550	2.9478756625350555E-7	49299
38551	1.965250441690037E-6
38552	1.965250441690037E-6
38553	1.965250441690037E-6	5344
38554	1.965250441690037E-6
38555	2.9478756625350555E-7	5344
38556	2.9478756625350555E-7	2464
38557	2.9478756625350555E-7	5344
38558	1.965250441690037E-6	6522
38559	6.97663906799963E-6	65434
3856	5.709052533109556E-5	8029
38560	1.965250441690037E-6	5351
38561	1.965250441690037E-6
38562	5.306176192563099E-6	5993
38563	2.9478756625350555E-7	5353
38564	2.9478756625350555E-7	5353
38565	1.965250441690037E-6
38566	3.635713317126568E-6	25317
38567	3.635713317126568E-6	5354
38568	3.635713317126568E-6
38569	3.635713317126568E-6
3857	1.640001493590339E-4	53
